262,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-07-2022,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
263,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-07-2029,\N,10:30 AM - 7:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
264,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-08-2012,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
265,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-08-2019,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
266,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-08-2026,\N,9:30 AM - 6:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
267,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-09-2009,\N,11:30 AM - 8:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
268,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-09-2016,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
269,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-09-2023,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
270,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-10-2007,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
271,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-10-2021,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
272,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-10-2028,\N,10:30 AM - 7:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
273,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-12-2002,\N,11:30 AM - 8:00 PM EST\n,CompTIA,USA,/brands/comptia.png
274,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-12-2009,\N,8:30 AM - 5:00 PM EST\n,CompTIA,USA,/brands/comptia.png
275,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-01-2027,\N,10:30 AM - 7:00 PM EST\n,CompTIA,USA,/brands/comptia.png
68,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-09-2011,\N,12:00 PM - 7:30 PM EDT\n,AWS,USA,/brands/aws.png
